city_name,makat,route_short_name,direction,agency_name
אמציה,28064,64,1,דן בדרום
בני דקלים,28064,64,1,דן בדרום
אשקלון,19021,21,1,דן בדרום
חוף אשקלון,19021,21,1,דן בדרום
יואב,19021,21,1,דן בדרום
לכיש,19021,21,1,דן בדרום
עוצם,19021,21,1,דן בדרום
נהורה,19021,21,1,דן בדרום
ניר ח''ן,19021,21,1,דן בדרום
שחר,19021,21,1,דן בדרום
תלמים,19021,21,1,דן בדרום
נחלה,20068,68,2,דן בדרום
מנוחה,20068,68,2,דן בדרום
ורדון,20068,68,2,דן בדרום
סגולה,20068,68,2,דן בדרום
לכיש,20068,68,2,דן בדרום
קרית גת,20068,68,2,דן בדרום
שדות נגב,25054,54,2,דן בדרום
שיבולים,25054,54,2,דן בדרום
מעגלים,25054,54,2,דן בדרום
מלילות,25054,54,2,דן בדרום
גבעולים,25054,54,2,דן בדרום
שרשרת,25054,54,2,דן בדרום
נתיבות,25054,54,2,דן בדרום
ארז,27027,27,2,דן בדרום
שער הנגב,27027,27,2,דן בדרום
ניר עם,27027,27,2,דן בדרום
שדרות,27027,27,2,דן בדרום
תעשיות שער הנגב,27027,27,2,דן בדרום
בית קמה,27052,52,2,דן בדרום
בני שמעון,27052,52,2,דן בדרום
מרחבים,27052,52,2,דן בדרום
פעמי תש''ז,27052,52,2,דן בדרום
קלחים,27052,52,2,דן בדרום
אשבול,27052,52,2,דן בדרום
מבועים,27052,52,2,דן בדרום
שדות נגב,27052,52,2,דן בדרום
נתיבות,27052,52,2,דן בדרום
נתיבות,28051,51,1,דן בדרום
בית הגדי,28051,51,1,דן בדרום
תלמי ביל''ו,28051,51,1,דן בדרום
מרחבים,28051,51,1,דן בדרום
זרועה,28051,51,1,דן בדרום
נתיבות,28053,53,1,דן בדרום
שדות נגב,28053,53,1,דן בדרום
מרחבים,28053,53,1,דן בדרום
ניר עקיבא,28053,53,1,דן בדרום
ניר משה,28053,53,1,דן בדרום
מבועים,28053,53,1,דן בדרום
שדה צבי,28053,53,1,דן בדרום
בני שמעון,28053,53,1,דן בדרום
בית קמה,28053,53,1,דן בדרום
שדרות,30026,26,1,דן בדרום
ניר עם,30026,26,1,דן בדרום
שער הנגב,30026,26,1,דן בדרום
תעשיות שער הנגב,30026,26,1,דן בדרום
אור הנר,30026,26,1,דן בדרום
ברור חיל,30026,26,1,דן בדרום
חלץ,30026,26,1,דן בדרום
חוף אשקלון,30026,26,1,דן בדרום
תלמים,30026,26,1,דן בדרום
לכיש,30026,26,1,דן בדרום
זוהר,30026,26,1,דן בדרום
נתיבות,31058,58,1,דן בדרום
שדות נגב,31058,58,1,דן בדרום
קרית חינוך שדות נגב,31058,58,1,דן בדרום
זמרת,31058,58,1,דן בדרום
שובה,31058,58,1,דן בדרום
שער הנגב,31058,58,1,דן בדרום
עלומים,31058,58,1,דן בדרום
שוקדה,35055,55,2,דן בדרום
תושיה,35055,55,2,דן בדרום
זמרת,35055,55,2,דן בדרום
שדות נגב,35055,55,2,דן בדרום
נתיבות,35055,55,2,דן בדרום
תקומה,35055,55,2,דן בדרום
נירית,20067,67,1,מטרופולין
דרום השרון,20067,67,1,מטרופולין
מתן,20067,67,1,מטרופולין
ירחיב,20067,67,1,מטרופולין
חורשים,20067,67,1,מטרופולין
ראש העין,20067,67,1,מטרופולין
ראש העין,20067,67,2,מטרופולין
דרום השרון,20067,67,2,מטרופולין
חורשים,20067,67,2,מטרופולין
מתן,20067,67,2,מטרופולין
ירחיב,20067,67,2,מטרופולין
נירית,20067,67,2,מטרופולין
קרית גת,47012,12,1,דן בדרום
קרית גת,55013,13,1,דן בדרום
קרית גת,78002,2,1,דן בדרום
מעיליא,29096,96,2,נתיב אקספרס
מעלות תרשיחא,29096,96,2,נתיב אקספרס
פקיעין,29096,96,2,נתיב אקספרס
מעלה יוסף,29096,96,2,נתיב אקספרס
כיסרא סומיע,29096,96,2,נתיב אקספרס
חיפה,57010,10,2,כבל אקספרס
ירושלים,10750,750,1,סופרבוס
ירושלים,10750,750,2,סופרבוס
ירושלים,10804,804,1,סופרבוס
ירושלים,10822,822,1,סופרבוס
ירושלים,10822,822,2,סופרבוס
ירושלים,11823,823,1,סופרבוס
ירושלים,11823,823,2,סופרבוס
ירושלים,11824,824,2,סופרבוס
ירושלים,11825,825,1,סופרבוס
ירושלים,11825,825,2,סופרבוס
ירושלים,11844,844,1,סופרבוס
ירושלים,11844,844,2,סופרבוס
ירושלים,12870,870,1,סופרבוס
רמת רחל,12870,870,1,סופרבוס
ירושלים,12870,870,2,סופרבוס
רמת רחל,12870,870,2,סופרבוס
ירושלים,21078,78,1,סופרבוס
ירושלים,21078,78,2,סופרבוס
ירושלים,11824,824,1,סופרבוס
שקד,22025,25,1,תנופה
חיננית,22025,25,1,תנופה
ריחן,22025,25,1,תנופה
חריש,22025,25,1,תנופה
אריאל,26054,54,1,תנופה
מפעלי ברקן,26054,54,1,תנופה
ברקן,26054,54,1,תנופה
קרית נטפים,26054,54,1,תנופה
רבבה,26054,54,1,תנופה
יקיר,26054,54,1,תנופה
נופים,26054,54,1,תנופה
קרני שומרון,26054,54,1,תנופה
קדומים,31055,55,2,תנופה
עמנואל,31055,55,2,תנופה
יקיר,31055,55,2,תנופה
רבבה,31055,55,2,תנופה
מפעלי ברקן,31055,55,2,תנופה
ברקן,31055,55,2,תנופה
אריאל,31055,55,2,תנופה
בת ים,22018,18,2,דן
תל אביב יפו,22018,18,2,דן
רמת גן,33062,62,2,דן
קרית אונו,33062,62,2,דן
גבעתיים,33062,62,2,דן
תל אביב יפו,33062,62,2,דן
תל אביב יפו,17063,63,1,דן
גבעתיים,17063,63,1,דן
רמת גן,17063,63,1,דן
תל אביב יפו,10283,283,2,אלקטרה אפיקים
רמת השרון,10283,283,2,אלקטרה אפיקים
ראש העין,10283,283,2,אלקטרה אפיקים
תל אביב יפו,11473,473,2,אלקטרה אפיקים
רמת גן,11473,473,2,אלקטרה אפיקים
קרית אונו,11473,473,2,אלקטרה אפיקים
מגשימים,11473,473,2,אלקטרה אפיקים
דרום השרון,11473,473,2,אלקטרה אפיקים
ראש העין,11473,473,2,אלקטרה אפיקים
ראש העין,12260,260,1,אלקטרה אפיקים
דרום השרון,12260,260,1,אלקטרה אפיקים
רמת השרון,12260,260,1,אלקטרה אפיקים
הרצליה,12260,260,1,אלקטרה אפיקים
הרצליה,12260,260,2,אלקטרה אפיקים
רמת השרון,12260,260,2,אלקטרה אפיקים
ראש העין,12260,260,2,אלקטרה אפיקים
תל אביב יפו,13471,471,2,אלקטרה אפיקים
בני ברק,13471,471,2,אלקטרה אפיקים
פתח תקווה,13471,471,2,אלקטרה אפיקים
קרית אונו,13471,471,2,אלקטרה אפיקים
מגשימים,13471,471,2,אלקטרה אפיקים
דרום השרון,13471,471,2,אלקטרה אפיקים
ראש העין,13471,471,2,אלקטרה אפיקים
ראש העין,15258,258,1,אלקטרה אפיקים
דרום השרון,15258,258,1,אלקטרה אפיקים
רמת השרון,15258,258,1,אלקטרה אפיקים
תל אביב יפו,15258,258,1,אלקטרה אפיקים
בני ברק,25037,37,1,אלקטרה אפיקים
רמת גן,25037,37,1,אלקטרה אפיקים
פתח תקווה,25037,37,1,אלקטרה אפיקים
דרום השרון,25037,37,1,אלקטרה אפיקים
ראש העין,25037,37,1,אלקטרה אפיקים
ראש העין,25037,37,2,אלקטרה אפיקים
דרום השרון,25037,37,2,אלקטרה אפיקים
פתח תקווה,25037,37,2,אלקטרה אפיקים
בני ברק,25037,37,2,אלקטרה אפיקים
עמק יזרעאל,37009,9א,2,סופרבוס
מגדל העמק,37009,9א,2,סופרבוס
קדימה צורן,10625,625,1,קווים
אבן יהודה,10625,625,1,קווים
חוף השרון,10625,625,1,קווים
בצרה,10625,625,1,קווים
רעננה,10625,625,1,קווים
אום אל פחם,15133,133,2,קווים
ערערה,15133,133,2,קווים
כפר קרע,15133,133,2,קווים
מענית,15133,133,2,קווים
גן השומרון,15133,133,2,קווים
גבעת חביבה,15133,133,2,קווים
שער מנשה,15133,133,2,קווים
מאור,15133,133,2,קווים
מצר,15133,133,2,קווים
באקה אל ע'רביה,15133,133,2,קווים
חדרה,15133,133,2,קווים
עמק חפר,15133,133,2,קווים
בית יצחק שער חפר,15133,133,2,קווים
נתניה,15133,133,2,קווים
רעננה,10625,625,2,קווים
כפר סבא,10625,625,2,קווים
בצרה,10625,625,2,קווים
דרום השרון,10625,625,2,קווים
תל מונד,10625,625,2,קווים
לב השרון,10625,625,2,קווים
קדימה צורן,10625,625,2,קווים
נתניה,15133,133,1,קווים
בית יצחק שער חפר,15133,133,1,קווים
לב השרון,15133,133,1,קווים
עמק חפר,15133,133,1,קווים
אלישיב,15133,133,1,קווים
פארק תעשיות עמק חפר,15133,133,1,קווים
חדרה,15133,133,1,קווים
באקה אל ע'רביה,15133,133,1,קווים
מצר,15133,133,1,קווים
מאור,15133,133,1,קווים
שער מנשה,15133,133,1,קווים
גבעת חביבה,15133,133,1,קווים
מענית,15133,133,1,קווים
כפר קרע,15133,133,1,קווים
ערערה,15133,133,1,קווים
אום אל פחם,15133,133,1,קווים
ג'סר א זרקא,17069,69,1,קווים
חוף הכרמל,17069,69,1,קווים
בנימינה גבעת עדה,17069,69,1,קווים
פרדס חנה כרכור,17069,69,1,קווים
פרדס חנה כרכור,17069,69,2,קווים
בנימינה גבעת עדה,17069,69,2,קווים
חוף הכרמל,17069,69,2,קווים
ג'סר א זרקא,17069,69,2,קווים
תל אביב יפו,11266,266,2,דן
בני ברק,11266,266,2,דן
רמת גן,11266,266,2,דן
פתח תקווה,11266,266,2,דן
תל אביב יפו,18477,477,2,אלקטרה אפיקים
רמת גן,18477,477,2,אלקטרה אפיקים
קרית אונו,18477,477,2,אלקטרה אפיקים
ראש העין,18477,477,2,אלקטרה אפיקים
מצר,12233,233,1,קווים
מייסר,12233,233,1,קווים
בורגתה,12233,233,1,קווים
נתניה,12233,233,2,קווים
בית יצחק שער חפר,12233,233,2,קווים
לב השרון,12233,233,2,קווים
כפר יונה,12233,233,2,קווים
עמק חפר,12233,233,2,קווים
בת חפר,12233,233,2,קווים
זמר,12233,233,2,קווים
ג'ת,12233,233,2,קווים
באקה אל ע'רביה,12233,233,2,קווים
מצר,12233,233,2,קווים
מייסר,12233,233,2,קווים
רמת גן,11900,931,2,דן
בני ברק,11900,931,2,דן
נהריה,18061,61,1,נתיב אקספרס
נהריה,18061,61,2,נתיב אקספרס
נהריה,19062,62,2,נתיב אקספרס
נהריה,18064,64,2,נתיב אקספרס
רהט,12467,467,1,גלים
שובל,12467,467,1,גלים
בני שמעון,12467,467,1,גלים
בית קמה,12467,467,1,גלים
מרחבים,12467,467,1,גלים
מבועים,12467,467,1,גלים
שדות נגב,12467,467,1,גלים
שער הנגב,12467,467,1,גלים
חוף אשקלון,12467,467,1,גלים
מבקיעים,12467,467,1,גלים
אשקלון,12467,467,1,גלים
אשקלון,12467,467,2,גלים
מבקיעים,12467,467,2,גלים
חוף אשקלון,12467,467,2,גלים
שער הנגב,12467,467,2,גלים
שדות נגב,12467,467,2,גלים
מרחבים,12467,467,2,גלים
בני שמעון,12467,467,2,גלים
בית קמה,12467,467,2,גלים
רהט,12467,467,2,גלים
רהט,13462,462,1,גלים
שובל,13462,462,1,גלים
